,URL,Name,Bias
132,http://www.deccanherald.com/,deccan-herald,leftcenter
133,https://debunkingdenialism.com,debunking-denialism,leftcenter
134,http://www.delawareonline.com/,delaware-online-news-journal,leftcenter
135,https://www.delo.si/,delo,leftcenter
136,http://www.democracy21.org/,democracy-21,leftcenter
137,https://www.democratandchronicle.com/,democrat-and-chronicle,leftcenter
138,http://www.demos.org,demos,leftcenter
139,https://www.denverpost.com/,denver-post,leftcenter
140,https://www.westword.com/,denver-westword,leftcenter
141,https://www.freep.com/,detroit-free-press,leftcenter
142,https://www.zeit.de/,die-zeit,leftcenter
143,http://digg.com/,digg,leftcenter
144,https://diply.com/,diply,leftcenter
145,http://www.diversityinc.com,diversityinc,leftcenter
146,http://www.dutchdailynews.com/,dutch-daily-news,leftcenter
147,https://dutchreview.com/,dutch-review,leftcenter
148,http://www.dw.com/en/top-stories/s-9097,dw-news,leftcenter
149,http://earth.columbia.edu/sections/view/9,earth-institute,leftcenter
150,https://earthjustice.org,earthjustice,leftcenter
151,https://www.eastbaytimes.com/,east-bay-times,leftcenter
152,https://econofact.org/,econofact,leftcenter
153,https://www.epi.org,economic-policy-institute,leftcenter
154,https://www.economicshelp.org,economics-help,leftcenter
155,https://egyptianstreets.com/,egyptian-streets,leftcenter
156,https://eldiariony.com/,el-diario-ny,leftcenter
157,https://elpais.com/,el-pais,leftcenter
158,https://www.elpasotimes.com/,el-paso-times,leftcenter
159,https://www.eff.org/,electronic-frontier-foundation,leftcenter
160,https://emerging-europe.com/about/,emerging-europe,leftcenter
161,https://www.emptywheel.net/,empty-wheel,leftcenter
162,https://www.engadget.com/,engadget,leftcenter
163,https://ew.com,entertainment-weekly,leftcenter
164,https://www.espn.com/,espn,leftcenter
165,https://www.registerguard.com/,eugene-register-guard,leftcenter
166,https://euobserver.com/,eu-observer,leftcenter
167,https://www.euractiv.com/,euractiv,leftcenter
168,https://www.eurasiareview.com/,eurasia-review,leftcenter
169,https://www.exposingtruth.com/,exposing-the-truth,leftcenter
170,https://www.facebook.com/news,facebook-news,leftcenter
171,http://fair.org/,fairness-accuracy-in-reporting-fair,leftcenter
172,http://www.fairvote.org/,fairvote,leftcenter
173,https://www.fastcompany.com/,fast-company-magazine,leftcenter
174,https://feministfrequency.com/,feminist-frequency,leftcenter
175,https://www.fightforthefuture.org,fight-for-the-future,leftcenter
176,https://fivethirtyeight.com/,fivethirtyeight,leftcenter
177,http://fpif.org/,foreign-policy-focus,leftcenter
178,https://www.fwweekly.com/,fort-worth-weekly,leftcenter
179,https://www.francetvinfo.fr/,france-info,leftcenter
180,https://freakonomics.com/,freakonomics-radio,leftcenter
181,https://www.fresnobee.com/,fresno-bee,leftcenter
182,https://fusion.tv/,fusion,leftcenter
183,https://www.gaystarnews.com/,gay-star-news,leftcenter
184,http://www.glamour.com/,glamour-magazine,leftcenter
185,https://www.globalcitizen.org/en/,global-citizen,leftcenter
186,https://globalnews.ca/,global-news,leftcenter
187,http://www.pri.org/programs/globalpost,global-post,leftcenter
188,https://globalrealnews.com,global-real-news,leftcenter
189,http://globalriskinsights.com,global-risk-insights-gri,leftcenter
190,http://www.globaltimes.cn/,global-times-china,leftcenter
191,https://news.google.com/,google-news,leftcenter
192,https://gothamist.com/,gothamist,leftcenter
193,http://www.governing.com/,governing-magazine,leftcenter
194,https://whistleblower.org/,government-accountability-project-gap,leftcenter
195,https://www.govexec.com/,government-executive,leftcenter
196,https://www.greensboro.com/,greensboro-news-and-record,leftcenter
197,https://www.greentechmedia.com/,greentech-media,leftcenter
198,http://grist.org/,grist,leftcenter
199,https://www.gunviolencearchive.org,gun-violence-archive,leftcenter
200,https://harpers.org,harpers,leftcenter
201,http://www.courant.com/,the-hartford-courant,leftcenter
202,http://harvardpolitics.com/,harvard-political-review,leftcenter
203,https://www.health.com/,health-magazine,leftcenter
204,https://www.healthyway.com,healthyway,leftcenter
205,https://heavy.com,heavy,leftcenter
206,https://www.hs.fi/,helsingin-sanomat,leftcenter
207,https://www.helsinkitimes.fi/,helsinki-times,leftcenter
208,https://www.hcn.org,high-country-news,leftcenter
209,http://highline.huffingtonpost.com,highline,leftcenter
210,https://www.hindustantimes.com/,hindustan-times,leftcenter
211,http://historynewsnetwork.org/,history-news-network,leftcenter
212,https://www.hollywoodreporter.com/,hollywood-reporter,leftcenter
213,https://www.civilbeat.org,honolulu-civil-beat,leftcenter
214,https://www.staradvertiser.com/,honolulu-star-advertiser,leftcenter
215,https://www.houstonchronicle.com/,houston-chronicle,leftcenter
216,https://www.hrw.org/,human-rights-watch,leftcenter
217,https://www.humanium.org,humanium,leftcenter
218,https://www.icenews.is/,ice-news,leftcenter
219,https://www.idahopress.com/,idaho-press-tribune,leftcenter
220,http://ifamericaknew.org/,if-america-knew,leftcenter
221,https://independentaustralia.net/,independent-australia,leftcenter
222,https://inews.co.uk/,inews,leftcenter
223,https://www.infobae.com/,infobae,leftcenter
224,https://www.inquisitr.com/news/,inquisitr,leftcenter
225,https://www.insideedition.com,inside-edition,leftcenter
226,https://www.insidehighered.com/,inside-higher-ed,leftcenter
227,https://www.insidephilanthropy.com,inside-philanthropy,leftcenter
228,https://www.insider.com/,insider,leftcenter
229,https://insideclimatenews.org/,insideclimate-news,leftcenter
230,https://imeu.org,institute-for-middle-east-understanding-imeu,leftcenter
231,https://itep.org/,institute-on-taxation-and-economic-policy-itep,leftcenter
232,https://www.ibtimes.com/,international-business-times,leftcenter
233,https://www.icrw.org/,international-center-for-research-on-women,leftcenter
234,https://www.crisisgroup.org/,international-crisis-group,leftcenter
235,http://www.interpretermag.com/,the-interpreter-magazine,leftcenter
236,https://www.inverse.com,inverse,leftcenter
237,http://ipolitics.ca/,ipolitics,leftcenter
238,http://www.irinnews.org/,irin-news,leftcenter
